DATE,CITY,TEMP,PRCP,WDSP,TEMP_ROLLING,TEMP_ROLLING_STD
2023-04-06,Mumbai,32.1,0.0,13.7,31.883333333333333,1.8813207637434017
2023-04-07,Mumbai,31.4,0.0,11.1,31.933333333333334,1.7981471945681857
2023-04-08,Mumbai,30.7,0.0,12.7,31.986666666666668,1.811597377308592
2023-04-09,Mumbai,29.6,0.0,7.8,31.96666666666666,1.817033074933531
2023-04-10,Mumbai,33.3,0.0,6.5,32.07666666666667,1.774470942685985
2023-04-11,Mumbai,34.5,0.0,7.1,32.093333333333334,1.774130837871087
2023-04-12,Mumbai,30.7,0.0,5.1,32.03666666666667,1.7845086899110136
2023-04-13,Mumbai,32.5,1.0,16.0,32.193333333333335,1.8674957108077026
2023-04-14,Mumbai,34.8,0.0,8.9,32.269999999999996,1.8682741436583068
2023-04-15,Mumbai,31.6,0.0,7.8,32.31666666666667,1.8450461789069028
2023-04-16,Mumbai,32.2,0.1,5.7,32.41,1.7281343338589692
2023-04-17,Mumbai,30.9,1.6,6.3,32.32666666666667,1.7190481193909966
2023-04-18,Mumbai,36.0,0.0,6.8,32.24666666666667,1.7517938261095436
2023-04-19,Mumbai,33.0,3.0,11.2,32.343333333333334,1.6308836896589272
2023-04-20,Mumbai,34.2,0.0,8.5,32.303333333333335,1.6466231554584878
2023-04-21,Mumbai,29.7,0.0,8.9,32.29666666666667,1.6386460629252257
2023-04-22,Mumbai,33.2,1.6,6.4,32.20666666666667,1.7218541196034918
2023-04-23,Mumbai,31.2,0.0,10.7,32.20333333333333,1.7235655371698675
2023-04-24,Mumbai,33.0,0.0,13.3,32.21666666666667,1.713049978805397
2023-04-25,Mumbai,32.3,0.0,8.7,32.14333333333333,1.8689261776408874
2023-04-26,Mumbai,30.9,0.2,9.4,32.093333333333334,1.8569410020400714
2023-04-27,Mumbai,35.4,0.0,8.1,31.92666666666667,1.8578692529130385
2023-04-28,Mumbai,33.4,0.0,9.8,32.02333333333333,1.8672648877220532
2023-04-29,Mumbai,32.1,0.0,14.9,32.02,1.8664737174498724
2023-04-30,Mumbai,31.6,0.0,8.4,31.853333333333335,1.8326038256015154
2023-05-01,Mumbai,31.3,0.0,12.0,31.796666666666667,1.8666738505609197
2023-05-02,Mumbai,30.4,0.0,8.7,31.790000000000003,1.8655405059420338
2023-05-03,Mumbai,31.7,0.0,9.6,31.686666666666667,1.9977113341803812
2023-05-04,Mumbai,31.1,0.0,5.5,31.473333333333336,1.8580548474391356
2023-05-05,Mumbai,34.1,3.9,7.7,31.363333333333333,1.8622350926319697
2023-05-06,Mumbai,29.4,0.0,7.3,31.186666666666664,1.8350483096776204
2023-05-07,Mumbai,31.3,1.0,7.2,31.29666666666667,1.841753911700606
2023-05-08,Mumbai,31.1,0.0,9.6,31.166666666666668,1.84041474586076
2023-05-09,Mumbai,27.4,0.0,10.7,31.183333333333334,1.8429892011084643
2023-05-10,Mumbai,31.8,0.0,9.7,31.073333333333334,1.8292514642717517
2023-05-11,Mumbai,29.5,0.0,6.9,31.076666666666664,1.8316533577586736
2023-05-12,Mumbai,33.6,0.1,8.0,31.23,2.001060063893751
2023-05-13,Mumbai,32.4,0.0,10.6,31.12,1.8488393376796812
2023-05-14,Mumbai,29.8,0.0,6.7,31.03666666666667,1.798175959579405
2023-05-15,Mumbai,29.9,0.0,11.1,30.953333333333333,1.8051140633237874
2023-05-16,Mumbai,32.0,0.0,17.8,31.003333333333334,1.8439992769340916
2023-05-17,Mumbai,27.8,0.0,7.2,30.916666666666668,1.8900982155348265
2023-05-18,Mumbai,29.6,0.0,5.9,30.933333333333334,1.887588012715499
2023-05-19,Mumbai,29.7,2.9,8.6,30.863333333333333,1.8970909369317608
2023-05-20,Mumbai,28.9,0.0,7.3,30.793333333333333,1.926571608043589
2023-05-21,Mumbai,33.0,0.0,14.1,30.656666666666663,1.8267520325719822
2023-05-22,Mumbai,29.3,0.0,19.2,30.5,2.1167639583034608
2023-05-23,Mumbai,31.7,0.0,11.6,30.486666666666668,2.1128071428761848
2023-05-24,Mumbai,29.7,0.0,8.1,30.513333333333332,2.1258237078322675
2023-05-25,Mumbai,32.4,0.0,9.8,30.573333333333334,2.059282321140314
2023-05-26,Mumbai,35.5,1.5,8.3,30.556666666666665,2.0510188104743605
2023-05-27,Mumbai,32.1,0.4,5.7,30.656666666666663,2.0707625337697433
2023-05-28,Mumbai,30.9,0.0,6.4,30.46333333333333,2.057196507693052
2023-05-29,Mumbai,29.6,0.0,6.7,30.259999999999998,2.158160135952361
2023-05-30,Mumbai,33.1,0.0,8.4,30.363333333333333,2.2089915523064
2023-05-31,Mumbai,28.7,4.5,13.5,30.29666666666667,2.2531944118232197
2023-06-01,Mumbai,30.9,27.1,12.7,30.216666666666665,2.2331489030041474
2023-06-02,Mumbai,29.6,0.0,6.2,30.470000000000002,2.3760514913728805
2023-06-03,Mumbai,29.0,21.1,13.7,30.493333333333332,2.3706442210902554
2023-06-04,Mumbai,30.0,6.9,12.0,30.44,2.4068293637495395
2023-06-05,Mumbai,24.7,0.0,8.1,30.583333333333332,2.4397686907508125
2023-06-06,Mumbai,30.9,0.0,9.5,30.446666666666665,2.41442980108512
2023-06-07,Mumbai,31.9,0.2,9.1,30.476666666666667,2.405264819219462
2023-06-08,Mumbai,29.2,15.4,7.1,30.276666666666664,2.5454060489484007
2023-06-09,Mumbai,31.3,6.4,11.8,30.28666666666667,2.5436511001983644
2023-06-10,Mumbai,32.5,0.0,12.7,30.22666666666667,2.51312874559863
2023-06-11,Mumbai,27.8,0.0,14.9,30.040000000000003,2.307499019314646
2023-06-12,Mumbai,26.3,19.3,7.3,30.023333333333333,2.2938723972167163
2023-06-13,Mumbai,32.9,16.8,7.6,29.94666666666667,2.3019831530186603
2023-06-14,Mumbai,27.9,16.5,5.9,29.863333333333333,2.3594978035712586
2023-06-15,Mumbai,29.6,0.0,5.4,29.69,2.3038723024957393
2023-06-16,Mumbai,35.4,6.5,12.7,29.716666666666665,2.2966367213569456
2023-06-17,Mumbai,30.3,29.4,11.0,29.79,2.3696864334978103
2023-06-18,Mumbai,28.1,0.0,6.0,29.680000000000003,2.4539061050524973
2023-06-19,Mumbai,33.2,2.8,9.4,29.563333333333336,2.5679031205989324
2023-06-20,Mumbai,28.9,1.1,8.2,29.413333333333338,2.670881726209984
2023-06-21,Mumbai,30.2,9.4,7.6,29.51,2.54387025260116
2023-06-22,Mumbai,25.7,0.0,10.2,29.42666666666667,2.537706449333459
2023-06-23,Mumbai,30.0,0.0,14.0,29.240000000000002,2.5553999619467334
2023-06-24,Mumbai,30.6,33.0,13.6,29.143333333333334,2.611207057827989
2023-06-25,Mumbai,29.9,25.9,7.2,28.860000000000003,2.8217871568601374
2023-06-26,Mumbai,31.6,21.5,9.9,28.650000000000002,2.775601829737383
2023-06-27,Mumbai,28.6,1.0,10.3,28.52,2.9050965916638094
2023-06-28,Mumbai,27.1,0.0,10.5,28.530000000000005,2.8976982542034846
2023-06-29,Mumbai,27.9,0.0,14.1,28.273333333333333,2.8376694339003063
2023-06-30,Mumbai,29.5,4.8,9.5,28.263333333333332,2.839558408278146
2023-07-01,Mumbai,33.1,0.0,5.6,28.103333333333335,2.896309582106587
2023-07-02,Mumbai,26.3,0.0,6.5,27.716666666666665,2.652660776541629
2023-07-03,Mumbai,25.5,0.0,7.9,27.64,2.6082891737292555
2023-07-04,Mumbai,25.5,0.0,13.3,27.636666666666667,2.607744875046919
2023-07-05,Mumbai,27.6,2.3,5.8,27.456666666666667,2.387565970683942
2023-07-06,Mumbai,28.4,11.6,7.7,27.433333333333334,2.376368329359266
2023-07-07,Mumbai,26.3,3.9,21.2,27.24666666666667,2.3714877235584932
2023-07-08,Mumbai,26.3,6.9,6.4,27.206666666666667,2.408309370282117
2023-07-09,Mumbai,22.8,0.0,7.0,27.15,2.3598290411486205
2023-07-10,Mumbai,26.2,0.0,9.4,27.06,2.2736269065844925
2023-07-11,Mumbai,23.9,0.0,7.6,26.996666666666666,2.2175605319007237
2023-07-12,Mumbai,26.6,0.0,10.4,26.826666666666664,2.040948618747654
2023-07-13,Mumbai,25.2,0.0,11.5,26.643333333333334,2.121593957273722
2023-07-14,Mumbai,27.6,0.0,6.2,26.553333333333335,2.1585009698357216
2023-07-15,Mumbai,24.8,32.4,12.2,26.583333333333336,2.183967180082682
2023-07-16,Mumbai,23.8,0.0,8.7,26.543333333333333,2.1392366239697456
2023-07-17,Mumbai,28.0,9.4,14.0,26.28666666666667,1.7523842542983508
2023-07-18,Mumbai,28.0,26.0,5.7,26.293333333333333,1.7528171085689737
2023-07-19,Mumbai,27.8,0.0,7.9,26.266666666666666,1.7712908469158755
2023-07-20,Mumbai,28.2,1.2,8.8,26.293333333333333,1.7653627805996648
2023-07-21,Mumbai,24.6,0.0,7.4,26.096666666666668,1.9352418245636318
2023-07-22,Mumbai,24.5,11.4,14.9,25.906666666666663,1.9805839148287325
2023-07-23,Mumbai,28.3,0.6,5.5,25.860000000000003,1.9874780415182927
2023-07-24,Mumbai,27.9,0.0,6.2,25.833333333333332,1.9867376366248657
2023-07-25,Mumbai,28.0,8.2,7.5,25.896666666666665,1.915721406088911
2023-07-26,Mumbai,26.5,0.8,10.8,25.936666666666664,1.9347072011090296
2023-07-27,Mumbai,23.1,11.3,6.9,25.94333333333333,1.9277793788018067
2023-07-28,Mumbai,24.4,33.9,10.8,25.91,1.9246764170491035
2023-07-29,Mumbai,28.8,5.1,15.6,25.846666666666668,1.9793299690645136
2023-07-30,Mumbai,28.3,0.0,6.8,25.836666666666666,1.9709062038483627
2023-07-31,Mumbai,25.4,0.0,10.5,25.826666666666668,1.9770987684559496
2023-08-01,Mumbai,26.5,0.8,6.0,25.779999999999998,2.0420408993168837
2023-08-02,Mumbai,24.7,17.1,8.7,25.626666666666665,2.042299807997659
2023-08-03,Mumbai,26.3,0.0,10.6,25.470000000000002,2.034215938084934
2023-08-04,Mumbai,21.7,0.0,7.0,25.32,2.0223577909170536
2023-08-05,Mumbai,22.7,17.7,9.2,25.256666666666664,1.9577755380715665
2023-08-06,Mumbai,24.9,4.0,6.5,25.296666666666667,1.9561544493943224
2023-08-07,Mumbai,25.5,36.3,15.5,25.4,1.9941293147983354
2023-08-08,Mumbai,24.7,0.0,5.3,25.363333333333333,1.9485597392616456
2023-08-09,Mumbai,27.4,6.2,15.5,25.25,1.8940469352958482
2023-08-10,Mumbai,24.1,0.0,10.9,25.043333333333337,1.9216880749672693
2023-08-11,Mumbai,25.6,0.0,6.6,24.87666666666667,2.005970971931057
2023-08-12,Mumbai,23.3,26.3,8.1,25.07,2.1058457224822282
2023-08-13,Mumbai,27.3,3.9,10.0,25.13,2.1117324151282983
2023-08-14,Mumbai,24.5,0.0,6.1,25.02333333333333,1.99770270359585
2023-08-15,Mumbai,22.4,68.4,9.2,24.886666666666667,1.9038496994671248
2023-08-16,Mumbai,23.4,0.0,10.2,24.923333333333336,1.924556972456266
2023-08-17,Mumbai,23.3,8.2,12.0,24.833333333333332,1.9113694915775636
2023-08-18,Mumbai,23.3,9.9,6.1,24.759999999999998,1.9582891900136397
2023-08-19,Mumbai,26.3,23.9,6.3,24.6,2.023141974325083
2023-08-20,Mumbai,25.8,0.0,8.7,24.626666666666665,1.988576571723938
2023-08-21,Mumbai,27.6,12.7,7.3,24.64,1.97651731326981
2023-08-22,Mumbai,27.2,40.5,12.4,24.6,1.9832053469764537
2023-08-23,Mumbai,24.5,4.1,12.3,24.52333333333333,1.9916521184483178
2023-08-24,Mumbai,21.8,5.6,9.3,24.383333333333333,2.122146495208699
2023-08-25,Mumbai,21.5,0.0,6.1,24.280000000000005,2.0442349551175036
2023-08-26,Mumbai,28.9,1.9,8.4,24.343333333333337,2.0677629646942237
2023-08-27,Mumbai,26.2,0.0,12.3,24.296666666666667,2.0541771292079574
2023-08-28,Mumbai,25.6,0.0,11.0,24.386666666666667,2.068104801808771
2023-08-29,Mumbai,24.2,7.5,9.2,24.12333333333333,2.1840619123050815
2023-08-30,Mumbai,26.5,8.2,14.9,24.026666666666664,2.230499145209818
2023-08-31,Mumbai,23.8,0.0,5.9,23.91,2.4033525434850334
2023-09-01,Mumbai,22.5,6.3,7.3,23.893333333333334,2.4087388792697855
2023-09-02,Mumbai,21.5,0.0,5.8,23.759999999999998,2.549320396254408
2023-09-03,Mumbai,22.5,0.9,6.3,23.686666666666667,2.5942553689913295
2023-09-04,Mumbai,23.1,0.0,14.3,23.560000000000002,2.5547251691043558
2023-09-05,Mumbai,23.7,23.9,10.8,23.49,2.519763262005348
2023-09-06,Mumbai,23.2,22.4,12.5,23.356666666666666,2.397654505227324
2023-09-07,Mumbai,20.5,2.1,7.0,23.193333333333335,2.291353061091811
2023-09-08,Mumbai,24.3,0.0,6.2,23.220000000000002,2.311649657264512
2023-09-09,Mumbai,26.0,11.5,7.3,23.24,2.301513744743116
2023-09-10,Mumbai,24.2,8.8,7.9,23.19333333333333,2.351658744498192
2023-09-11,Mumbai,26.0,20.7,6.4,22.99,2.0904297528795928
2023-09-12,Mumbai,19.4,0.0,11.5,22.903333333333332,2.0049049050169474
2023-09-13,Mumbai,21.6,9.6,7.4,22.823333333333334,1.9404377986874013
2023-09-14,Mumbai,18.9,8.6,8.5,22.656666666666663,2.030743592930919
2023-09-15,Mumbai,22.9,0.0,12.1,22.52,1.896712218914457
2023-09-16,Mumbai,19.3,38.4,5.3,22.65,2.109216229656971
2023-09-17,Mumbai,21.1,0.0,8.0,22.703333333333333,2.1254587064075774
2023-09-18,Mumbai,22.5,12.7,7.1,22.67,2.152648729292411
2023-09-19,Mumbai,23.7,0.0,7.8,22.55,2.2601113796173755
2023-09-20,Mumbai,23.6,2.0,8.9,22.473333333333336,2.2797358185322576
2023-09-21,Mumbai,22.3,0.0,14.5,22.369999999999997,2.292438845873332
2023-09-22,Mumbai,25.3,1.4,7.8,22.35666666666667,2.288604955792557
2023-09-23,Mumbai,22.4,5.0,8.5,22.38,2.2725346626847167
2023-09-24,Mumbai,20.1,7.7,8.1,22.456666666666663,2.3759837647961333
2023-09-25,Mumbai,22.8,18.9,9.4,22.269999999999996,2.3069834012825483
2023-09-26,Mumbai,23.6,29.3,6.4,22.333333333333332,2.386504200467845
2023-09-27,Mumbai,23.2,0.0,7.2,22.163333333333334,2.2962463122315238
2023-09-28,Mumbai,19.2,2.3,7.5,22.24666666666667,2.237106094525025
2023-09-29,Mumbai,22.4,36.1,9.6,22.323333333333334,2.253531073415822
2023-09-30,Mumbai,27.7,0.0,8.2,22.32,2.2588370520217476
2023-10-01,Mumbai,24.1,0.0,7.1,22.25,2.272739498399739
2023-10-02,Mumbai,20.5,0.0,7.8,22.28666666666667,2.232013677707051
2023-10-03,Mumbai,18.9,0.0,6.1,22.336666666666666,2.2212893635863162
2023-10-04,Mumbai,20.8,0.0,6.6,22.356666666666666,2.2255078201326
2023-10-05,Mumbai,20.6,0.0,14.7,22.326666666666668,2.2128049500863214
2023-10-06,Mumbai,22.8,0.0,6.2,22.19,2.2576078276459723
2023-10-07,Mumbai,21.2,0.5,12.0,22.233333333333334,2.272221051250784
2023-10-08,Mumbai,26.6,0.0,5.4,22.10666666666667,2.2001462856276195
2023-10-09,Mumbai,20.4,0.0,7.0,22.15,2.218845614744085
2023-10-10,Mumbai,26.1,0.0,8.8,22.133333333333333,2.2365819570440078
2023-10-11,Mumbai,20.9,0.0,6.5,22.033333333333335,2.272524546862375
2023-10-12,Mumbai,21.9,2.4,6.9,21.96333333333333,2.254877217137976
2023-10-13,Mumbai,23.9,0.0,9.3,22.07333333333333,2.3935161458051573
2023-10-14,Mumbai,18.8,0.0,7.8,22.14,2.3379330688629327
2023-10-15,Mumbai,20.8,0.0,12.0,22.036666666666665,2.3938834894204084
2023-10-16,Mumbai,20.4,2.0,9.2,21.836666666666666,2.141781941528493
2023-10-17,Mumbai,22.6,0.0,8.2,21.87,2.1855560327783596
2023-10-18,Mumbai,23.1,0.0,9.0,21.923333333333336,2.1704414509389816
2023-10-19,Mumbai,22.8,0.0,7.1,22.01,2.096195239656533
2023-10-20,Mumbai,19.5,0.0,11.8,22.086666666666662,2.092471452997456
2023-10-21,Mumbai,23.6,0.0,8.7,22.19,2.0930673745684465
2023-10-22,Mumbai,21.5,0.0,6.4,22.203333333333333,2.098354582529626
2023-10-23,Mumbai,23.7,4.9,6.1,22.343333333333337,2.1680570251651377
2023-10-24,Mumbai,19.6,0.0,7.1,22.073333333333334,2.1235840448172496
2023-10-25,Mumbai,19.8,0.0,10.0,22.130000000000003,2.0999425279492163
2023-10-26,Mumbai,21.5,0.0,7.5,22.05666666666667,1.9921714600999765
2023-10-27,Mumbai,26.5,0.0,14.7,22.153333333333332,2.004431871238549
2023-10-28,Mumbai,21.2,0.0,5.8,22.033333333333335,2.1242983966856
2023-10-29,Mumbai,19.3,0.8,8.5,21.959999999999997,2.0954137111056963
2023-10-30,Mumbai,21.7,0.0,6.6,21.97666666666667,2.0712620396226304
2023-10-31,Mumbai,25.1,0.0,6.7,22.07333333333333,2.0820966444384132
2023-11-01,Mumbai,22.1,0.0,9.1,22.173333333333332,2.070970675849848
2023-11-02,Mumbai,21.5,3.8,10.1,22.1,2.094162658768273
2023-11-03,Mumbai,23.1,0.0,7.2,22.076666666666668,2.086522157237677
2023-11-04,Mumbai,23.7,1.4,9.8,22.156666666666663,2.1599302883599747
2023-11-05,Mumbai,23.2,0.0,6.6,22.333333333333332,2.15187702079923
2023-11-06,Mumbai,25.4,1.4,8.4,22.163333333333334,2.2476782401545954
2023-11-07,Mumbai,18.5,0.0,7.9,22.243333333333332,2.265891517221463
2023-11-08,Mumbai,22.1,0.0,5.7,22.153333333333332,2.2596510767164557
2023-11-09,Mumbai,23.9,0.0,7.7,22.253333333333334,2.2085622306009114
2023-11-10,Mumbai,23.8,0.0,10.2,22.316666666666666,2.1625469232833754
2023-11-11,Mumbai,18.3,0.0,7.1,22.383333333333333,2.167325275673868
2023-11-12,Mumbai,21.7,0.0,6.6,22.253333333333334,2.024118937035188
2023-11-13,Mumbai,19.3,0.0,10.1,22.30666666666667,2.016472394936346
2023-11-14,Mumbai,23.7,0.0,10.7,22.47666666666667,1.9686654561303751
2023-11-15,Mumbai,23.4,0.0,9.4,22.436666666666667,1.9969776013340717
2023-11-16,Mumbai,20.4,0.0,11.2,22.313333333333333,1.940268970571094
2023-11-17,Mumbai,22.4,0.0,12.0,22.436666666666664,2.0412104815244203
2023-11-18,Mumbai,25.2,0.0,17.9,22.48,2.0344278192465417
2023-11-19,Mumbai,24.8,0.0,7.6,22.47666666666667,2.0334586356718956
2023-11-20,Mumbai,18.5,0.0,13.3,22.57,2.152328330292433
2023-11-21,Mumbai,23.9,0.0,6.5,22.589999999999996,2.161153906341854
2023-11-22,Mumbai,21.0,0.0,7.6,22.503333333333334,2.095723615189863
2023-11-23,Mumbai,22.6,0.0,6.8,22.73,2.0139427790385427
2023-11-24,Mumbai,21.7,0.0,8.4,22.83,2.0556314576439245
2023-11-25,Mumbai,23.5,0.5,11.0,22.866666666666667,2.0849763636026486
2023-11-26,Mumbai,22.6,0.0,9.1,22.93,2.1423721947154215
2023-11-27,Mumbai,22.8,0.0,6.3,23.269999999999996,2.191071222815087
2023-11-28,Mumbai,24.4,0.6,6.2,23.35,2.1755300582807133
2023-11-29,Mumbai,20.5,0.0,8.5,23.406666666666663,2.0867287273647532
2023-11-30,Mumbai,21.4,0.0,10.2,23.353333333333335,2.099381408617953
2023-12-01,Mumbai,25.8,0.0,7.0,23.330000000000002,2.102732212770046
2023-12-02,Mumbai,22.8,0.0,8.3,23.46333333333333,2.036305534512241
2023-12-03,Mumbai,23.0,0.0,6.2,23.533333333333335,2.0345860094587267
2023-12-04,Mumbai,26.5,2.7,8.8,23.530000000000005,2.0318413595418705
2023-12-05,Mumbai,23.8,1.7,7.2,23.563333333333333,2.0613827520804677
2023-12-06,Mumbai,22.8,0.0,10.3,23.646666666666665,1.8933155252522103
